date,storage,inflow,outflow,elevation,evaporation
1953-05-16,116.914,104.577,102.507,1123.322,NA
1953-05-17,116.616,99.052,102.507,1123.307,NA
1953-05-18,116.137,94.759,100.298,1123.282,NA
1953-05-19,115.419,93.179,101.487,1123.246,NA
1953-05-20,114.88,94.286,100.525,1123.218,NA
1953-05-21,116.077,114.655,100.808,1123.279,NA
1953-05-22,118.709,132.378,101.912,1123.414,NA
1953-05-23,120.025,116.606,101.374,1123.481,NA
1953-05-24,123.375,142.131,103.356,1123.651,NA
1953-05-25,128.82,166.627,103.611,1123.929,NA
1953-05-26,131.332,128.558,99.477,1124.118,NA
1953-05-27,138.511,166.908,83.818,1124.422,NA
1953-05-28,144.349,152.378,84.809,1124.718,NA
1953-05-29,152.495,178.948,84.667,1125.038,NA
1953-05-30,164.366,203.233,65.837,1125.504,NA
1953-05-31,176.547,215.596,74.615,1125.983,NA
1953-06-01,188.03,207.868,74.955,1126.434,NA
1953-06-02,200.444,215.576,71.896,1126.922,NA
1953-06-03,215.961,239.546,59.947,1127.531,NA
1953-06-04,242.838,318.264,7.192,1128.431,NA
1953-06-05,277.296,398.828,0,1129.528,NA
1953-06-06,313.382,417.659,0,1130.677,NA
1953-06-07,354.259,511.152,38.029,1131.799,NA
1953-06-08,391.245,473.556,45.477,1132.795,NA
1953-06-09,421.333,425.154,76.908,1133.606,NA
1953-06-10,443.346,434.136,179.359,1134.146,NA
1953-06-11,467.748,460.544,178.113,1134.7,NA
1953-06-12,490.809,463.999,197.085,1135.225,NA
1953-06-13,516.419,496.326,199.917,1135.807,NA
1953-06-14,544.039,522.428,202.748,1136.435,NA
1953-06-15,576.631,582.808,205.58,1137.133,NA
1953-06-16,620.104,713.272,210.111,1137.965,NA
1953-06-17,649.882,557.606,212.942,1138.535,NA
1953-06-18,682.526,594.169,216.34,1139.16,NA
1953-06-19,713.579,578.017,218.606,1139.754,NA
1953-06-20,747.458,612.988,220.871,1140.333,NA
1953-06-21,783.222,637.069,223.136,1140.912,NA
1953-06-22,812.397,563.082,225.402,1141.385,NA
1953-06-23,835.926,499.423,227.101,1141.766,NA
1953-06-24,851.925,413.98,228.8,1142.025,NA
1953-06-25,866.042,393.326,229.932,1142.253,NA
1953-06-26,874.889,332.889,230.499,1142.397,NA
1953-06-27,882.418,318.21,231.065,1142.518,NA
1953-06-28,886.371,277.105,231.348,1142.582,NA
1953-06-29,889.006,262.126,231.631,1142.625,NA
1953-06-30,889.571,238.17,231.631,1142.634,NA
1953-07-01,890.512,242.525,231.631,1142.649,NA
1953-07-02,893.336,264.592,231.915,1142.695,NA
1953-07-03,894.842,249.63,232.198,1142.72,NA
1953-07-04,895.594,241.188,232.481,1142.732,NA
1953-07-05,896.348,241.486,232.764,1142.744,NA
1953-07-06,897.1,214.429,205.722,1142.756,NA
1953-07-07,905.006,193.721,102.224,1142.884,NA
1953-07-08,912.158,185.013,102.224,1143,NA
1953-07-09,918.555,176.544,102.507,1143.085,NA
1953-07-10,923.809,163.311,102.507,1143.155,NA
1953-07-11,928.606,158.311,102.79,1143.219,NA
1953-07-12,932.49,147.746,102.79,1143.271,NA
1953-07-13,937.287,158.594,103.073,1143.335,NA
1953-07-14,939.115,137.767,116.609,1143.36,NA
1953-07-15,939.571,113.536,108.255,1143.366,NA
1953-07-16,941.628,124.608,100.808,1143.393,NA
1953-07-17,943.684,124.891,101.091,1143.421,NA
1953-07-18,945.739,124.874,101.091,1143.448,NA
1953-07-19,945.968,104.03,101.374,1143.451,NA
1953-07-20,943.684,74.935,101.374,1143.421,NA
1953-07-21,944.368,109.014,101.091,1143.43,NA
1953-07-22,944.14,91.37,94.012,1143.427,NA
1953-07-23,943.454,80.411,88.348,1143.418,NA
1953-07-24,942.312,82.603,95.824,1143.402,NA
1953-07-25,942.084,74.38,77.022,1143.399,NA
1953-07-26,943.684,86.477,67.96,1143.421,NA
1953-07-27,943.684,67.96,67.96,1143.421,NA
1953-07-28,942.998,56.059,63.996,1143.411,NA
1953-07-29,944.826,73.544,52.386,1143.436,NA
1953-07-30,945.968,66.485,53.264,1143.451,NA
1953-07-31,947.567,68.34,49.838,1143.472,NA
1953-08-01,947.795,59.842,57.2,1143.475,NA
1953-08-02,947.567,54.558,57.2,1143.472,NA
1953-08-03,948.709,70.421,57.2,1143.488,NA
1953-08-04,948.023,60.023,67.96,1143.479,NA
1953-08-05,948.253,71.324,68.668,1143.482,NA
1953-08-06,948.023,72.129,74.785,1143.479,NA
1953-08-07,948.023,68.668,68.668,1143.479,NA
1953-08-08,948.023,76.455,76.455,1143.479,NA
1953-08-09,944.597,36.512,76.172,1143.433,NA
1953-08-10,942.312,45.683,72.123,1143.402,NA
1953-08-11,944.14,89.968,68.81,1143.427,NA
1953-08-12,945.968,89.968,68.81,1143.451,NA
1953-08-13,945.968,68.81,68.81,1143.451,NA
1953-08-14,946.881,79.375,68.81,1143.463,NA
1953-08-15,947.567,76.747,68.81,1143.472,NA
1953-08-16,948.481,79.389,68.81,1143.485,NA
1953-08-17,949.623,83.164,69.942,1143.5,NA
1953-08-18,950.765,86.845,73.624,1143.515,NA
1953-08-19,950.765,79.287,79.287,1143.515,NA
1953-08-20,951.679,91.282,80.703,1143.527,NA
1953-08-21,950.993,77.721,85.658,1143.518,NA
1953-08-22,950.765,83.583,86.225,1143.515,NA
1953-08-23,950.308,80.788,86.083,1143.357,NA
1953-08-24,948.253,61.167,84.95,1143.482,NA
1953-08-25,949.851,103.453,84.95,1143.503,NA
1953-08-26,950.537,92.888,84.95,1143.512,NA
1953-08-27,950.308,82.294,84.95,1143.509,NA
1953-08-28,950.308,84.95,84.95,1143.509,NA
1953-08-29,950.537,87.607,84.95,1143.512,NA
1953-08-30,951.45,89.852,79.287,1143.524,NA
1953-08-31,953.05,98.37,79.853,1143.546,NA
1953-09-01,953.964,90.433,79.853,1143.558,NA
1953-09-02,955.334,95.714,79.853,1143.576,NA
1953-09-03,956.704,95.997,80.137,1143.594,NA
1953-09-04,957.847,93.358,80.137,1143.61,NA
1953-09-05,960.131,106.576,80.137,1143.64,NA
1953-09-06,961.501,95.997,80.137,1143.658,NA
1953-09-07,963.101,98.936,80.42,1143.68,NA
1953-09-08,967.441,109.691,59.465,1143.738,NA
1953-09-09,974.066,76.679,0,1143.826,NA
1953-09-10,981.833,89.9,0,1143.93,NA
1953-09-11,989.828,92.539,0,1144.036,NA
1953-09-12,996.91,81.96,0,1144.131,NA
1953-09-13,1004.22,84.616,0,1144.228,NA
1953-09-14,1006.505,104.027,77.588,1144.259,NA
1953-09-15,1008.103,97.789,79.287,1144.28,NA
1953-09-16,1009.702,103.453,84.95,1144.302,NA
1953-09-17,1011.758,85.814,62.014,1144.329,NA
1953-09-18,1009.246,75.124,104.206,1144.295,NA
1953-09-19,1009.246,84.95,84.95,1144.295,NA
1953-09-20,1012.444,121.969,84.95,1144.338,NA
1953-09-21,1014.5,108.751,84.95,1144.366,NA
1953-09-22,1016.785,111.39,84.95,1144.396,NA
1953-09-23,1019.069,111.39,84.95,1144.426,NA
1953-09-24,1021.124,108.734,84.95,1144.454,NA
1953-09-25,1021.81,90.905,82.968,1144.463,NA
1953-09-26,1024.78,118.194,83.818,1144.503,NA
1953-09-27,1025.922,98.172,84.95,1144.518,NA
1953-09-28,1026.379,90.231,84.95,1144.524,NA
1953-09-29,1030.491,127.451,79.853,1144.579,NA
1953-09-30,1033.232,116.674,84.95,1144.615,NA
1953-10-01,1019.525,49.206,207.845,1144.433,NA
1953-10-02,1011.986,119.454,206.713,1144.332,NA
1953-10-03,1004.22,97.146,187.032,1144.228,NA
1953-10-04,1004.449,87.592,84.95,1144.231,NA
1953-10-05,1007.647,121.969,84.95,1144.274,NA
1953-10-06,1009.474,106.095,84.95,1144.298,NA
1953-10-07,1010.844,100.811,84.95,1144.317,NA
1953-10-08,1014.271,124.611,84.95,1144.362,NA
1953-10-09,1017.469,116.306,79.287,1144.405,NA
1953-10-10,1020.668,116.306,79.287,1144.448,NA
1953-10-11,1023.635,113.635,79.287,1144.487,NA
1953-10-12,1026.835,116.32,79.287,1144.53,NA
1953-10-13,1031.176,129.527,79.287,1144.588,NA
1953-10-14,1033.46,105.726,79.287,1144.618,NA
1953-10-15,1038.715,140.106,79.287,1144.689,NA
1953-10-16,1043.74,137.45,79.287,1144.756,NA
1953-10-17,1048.309,133.582,80.703,1144.817,NA
1953-10-18,1052.193,125.659,80.703,1144.868,NA
1953-10-19,1055.162,113.649,79.287,1144.908,NA
1953-10-20,1059.503,135.19,84.95,1144.966,NA
1953-10-21,1061.787,111.39,84.95,1144.996,NA
1953-10-22,1065.67,129.892,84.95,1145.048,NA
1953-10-23,1070.239,138.962,86.083,1145.109,NA
1953-10-24,1076.179,154.839,86.083,1145.188,NA
1953-10-25,1080.519,136.309,86.083,1145.246,NA
1953-10-26,1085.087,138.962,86.083,1145.307,NA
1953-10-27,1089.656,143.493,90.614,1145.368,NA
1953-10-28,1094.454,146.149,90.614,1145.432,NA
1953-10-29,1099.251,146.135,90.614,1145.496,NA
1953-10-30,1102.906,153.587,111.285,1145.545,NA
1953-10-31,1106.333,146.698,107.037,1145.591,NA
1953-11-01,1110.902,159.916,107.037,1145.652,NA
1953-11-02,1113.186,133.477,107.037,1145.682,NA
1953-11-03,1117.069,146.882,101.94,1145.734,NA
1953-11-04,1120.268,147.171,110.152,1145.78,NA
1953-11-05,1123.694,149.813,110.152,1145.822,NA
1953-11-06,1126.893,138.959,101.94,1145.865,NA
1953-11-07,1131.918,164.917,106.754,1145.932,NA
1953-11-08,1134.66,133.678,101.94,1145.969,NA
1953-11-09,1137.858,138.959,101.94,1146.011,NA
1953-11-10,1142.797,159.104,101.94,1146.072,NA
1953-11-11,1146.919,146.82,99.109,1146.118,NA
1953-11-12,1149.943,134.1,99.109,1146.149,NA
1953-11-13,1154.34,150.005,99.109,1146.2,NA
1953-11-14,1157.363,145.427,110.436,1146.234,NA
1953-11-15,1159.286,127.029,104.772,1146.255,NA
1953-11-16,1164.783,168.389,104.772,1146.316,NA
1953-11-17,1167.531,133.749,101.94,1146.347,NA
1953-11-18,1169.73,138.721,113.267,1146.371,NA
1953-11-19,1172.478,145.075,113.267,1146.402,NA
1953-11-20,1174.401,121.366,99.109,1146.423,NA
1953-11-21,1176.05,126.692,107.604,1146.441,NA
1953-11-22,1178.524,136.229,107.604,1146.469,NA
1953-11-23,1179.074,113.972,107.604,1146.475,NA
1953-11-24,1177.149,90.996,113.267,1146.453,NA
1953-11-25,1183.196,177.586,107.604,1146.52,NA
1953-11-26,1186.219,142.595,107.604,1146.554,NA
1953-11-27,1190.066,152.132,107.604,1146.597,NA
1953-11-28,1191.441,140.497,124.594,1146.612,NA
1953-11-29,1190.066,139.84,155.742,1146.597,NA
1953-11-30,1190.066,148.946,148.946,1146.597,NA
1953-12-01,1189.242,112.225,121.762,1146.588,NA
1953-12-02,1189.242,140.451,140.451,1146.588,NA
1953-12-03,1190.617,131.435,115.533,1146.603,NA
1953-12-04,1190.617,127.426,127.426,1146.603,NA
1953-12-05,1190.89,130.594,127.426,1146.606,NA
1953-12-06,1191.991,126.851,114.117,1146.618,NA
1953-12-07,1191.441,106.899,113.267,1146.612,NA
1953-12-08,1191.991,119.636,113.267,1146.618,NA
1953-12-09,1191.991,113.267,113.267,1146.618,NA
1953-12-10,1189.242,83.441,115.249,1146.588,NA
1953-12-11,1190.617,129.17,113.267,1146.603,NA
1953-12-12,1188.417,87.813,113.267,1146.578,NA
1953-12-13,1190.342,135.538,113.267,1146.6,NA
1953-12-14,1191.165,122.804,113.267,1146.609,NA
1953-12-15,1191.165,113.267,113.267,1146.609,NA
1953-12-16,1191.165,127.426,127.426,1146.609,NA
1953-12-17,1189.791,111.523,127.426,1146.594,NA
1953-12-18,1188.692,105.644,118.364,1146.581,NA
1953-12-19,1187.868,98.775,108.312,1146.572,NA
1953-12-20,1187.318,101.802,108.17,1146.566,NA
1953-12-21,1187.593,93.797,90.614,1146.569,NA
1953-12-22,1186.768,91.823,101.374,1146.56,NA
1953-12-23,1185.394,75.504,91.407,1146.545,NA
1953-12-24,1182.921,78.978,107.604,1146.517,NA
1953-12-25,1179.624,93.428,131.588,1146.481,NA
1953-12-26,1174.951,49.702,103.781,1146.432,NA
1953-12-27,1173.302,86.222,105.31,1146.411,NA
1953-12-28,1171.379,79.117,101.374,1146.389,NA
1953-12-29,1170.168,90.469,104.489,1146.377,NA
1953-12-30,1168.081,84.296,108.453,1146.353,NA
1953-12-31,1165.333,78.571,110.379,1146.322,NA
1954-01-01,1162.86,107.295,135.921,1146.295,NA
1954-01-02,1161.485,120.018,135.921,1146.28,NA
1954-01-03,1156.813,81.841,135.921,1146.228,NA
1954-01-04,1153.241,94.575,135.921,1146.188,NA
1954-01-05,1151.592,116.832,135.921,1146.17,NA
1954-01-06,1150.218,120.018,135.921,1146.155,NA
1954-01-07,1149.119,123.201,135.921,1146.142,NA
1954-01-08,1148.293,126.369,135.921,1146.133,NA
1954-01-09,1147.469,126.384,135.921,1146.124,NA
1954-01-10,1146.37,123.201,135.921,1146.112,NA
1954-01-11,1143.347,100.93,135.921,1146.078,NA
1954-01-12,1139.913,96.175,135.921,1146.039,NA
1954-01-13,1136.716,98.916,135.921,1145.996,NA
1954-01-14,1133.289,96.26,135.921,1145.95,NA
1954-01-15,1128.721,83.042,135.921,1145.89,NA
1954-01-16,1123.238,72.463,135.921,1145.816,NA
1954-01-17,1116.385,56.6,135.921,1145.725,NA
1954-01-18,1109.303,53.96,135.921,1145.63,NA
1954-01-19,1103.363,67.165,135.921,1145.551,NA
1954-01-20,1099.708,93.618,135.921,1145.502,NA
1954-01-21,1097.195,106.839,135.921,1145.469,NA
1954-01-22,1093.769,96.26,135.921,1145.423,NA
1954-01-23,1089.886,90.979,135.921,1145.371,NA
1954-01-24,1087.601,109.481,135.921,1145.341,NA
1954-01-25,1084.403,98.902,135.921,1145.298,NA
1954-01-26,1082.118,109.481,135.921,1145.268,NA
1954-01-27,1079.376,104.183,135.921,1145.231,NA
1954-01-28,1077.321,112.137,135.921,1145.204,NA
1954-01-29,1075.722,117.376,135.892,1145.182,NA
1954-01-30,1074.123,117.418,135.921,1145.161,NA
1954-01-31,1073.437,127.983,135.921,1145.152,NA
1954-02-01,1073.209,133.25,135.892,1145.149,NA
1954-02-02,1073.437,138.563,135.921,1145.152,NA
1954-02-03,1073.665,138.534,135.892,1145.155,NA
1954-02-04,1073.665,135.892,135.892,1145.155,NA
1954-02-05,1073.895,138.577,135.921,1145.158,NA
1954-02-06,1073.665,133.265,135.921,1145.155,NA
1954-02-07,1073.209,130.64,135.921,1145.149,NA
1954-02-08,1072.523,127.983,135.921,1145.14,NA
1954-02-09,1071.839,127.998,135.921,1145.131,NA
1954-02-10,1070.925,125.341,135.921,1145.118,NA
1954-02-11,1070.011,125.341,135.921,1145.106,NA
1954-02-12,1069.326,127.998,135.921,1145.097,NA
1954-02-13,1068.64,127.983,135.921,1145.088,NA
1954-02-14,1067.726,125.341,135.921,1145.076,NA
1954-02-15,1067.954,138.563,135.921,1145.079,NA
1954-02-16,1067.954,135.921,135.921,1145.079,NA
1954-02-17,1067.726,133.279,135.921,1145.076,NA
1954-02-18,1067.27,130.64,135.921,1145.07,NA
1954-02-19,1066.812,130.625,135.921,1145.063,NA
1954-02-20,1065.214,117.418,135.921,1145.042,NA
1954-02-21,1063.615,117.418,135.921,1145.021,NA
1954-02-22,1061.787,114.762,135.921,1144.996,NA
1954-02-23,1060.188,117.39,135.892,1144.975,NA
1954-02-24,1058.589,113.723,132.239,1144.954,NA
1954-02-25,1057.904,116.671,124.594,1144.945,NA
1954-02-26,1057.904,124.594,124.594,1144.945,NA
1954-02-27,1057.904,122.612,122.612,1144.945,NA
1954-02-28,1057.218,110.993,118.931,1144.935,NA
1954-03-01,1056.304,108.351,118.931,1144.923,NA
1954-03-02,1054.477,97.786,118.931,1144.899,NA
1954-03-03,1052.649,97.772,118.931,1144.875,NA
1954-03-04,1052.193,113.649,118.931,1144.868,NA
1954-03-05,1051.735,113.635,118.931,1144.862,NA
1954-03-06,1051.507,116.289,118.931,1144.859,NA
1954-03-07,1051.279,116.289,118.931,1144.856,NA
1954-03-08,1050.821,113.635,118.931,1144.85,NA
1954-03-09,1050.593,116.289,118.931,1144.847,NA
1954-03-10,1049.909,111.008,118.931,1144.838,NA
1954-03-11,1049.679,112.593,115.249,1144.835,NA
1954-03-12,1050.137,118.562,113.267,1144.841,NA
1954-03-13,1050.593,118.548,113.267,1144.847,NA
1954-03-14,1050.593,113.267,113.267,1144.847,NA
1954-03-15,1050.137,107.986,113.267,1144.841,NA
1954-03-16,1049.909,110.625,113.267,1144.838,NA
1954-03-17,1049.223,105.33,113.267,1144.829,NA
1954-03-18,1049.909,121.204,113.267,1144.838,NA
1954-03-19,1050.137,115.909,113.267,1144.841,NA
1954-03-20,1049.909,110.625,113.267,1144.838,NA
1954-03-21,1049.679,110.611,113.267,1144.835,NA
1954-03-22,1049.909,115.923,113.267,1144.838,NA
1954-03-23,1049.909,113.267,113.267,1144.838,NA
1954-03-24,1049.679,110.611,113.267,1144.835,NA
1954-03-25,1049.679,113.267,113.267,1144.835,NA
1954-03-26,1049.451,110.625,113.267,1144.832,NA
1954-03-27,1048.995,107.986,113.267,1144.826,NA
1954-03-28,1048.995,113.267,113.267,1144.826,NA
1954-03-29,1048.537,103.441,108.737,1144.82,NA
1954-03-30,1048.309,110.625,113.267,1144.817,NA
1954-03-31,1048.081,110.625,113.267,1144.814,NA
1954-04-01,1047.624,112.517,117.798,1144.807,NA
1954-04-02,1046.938,105.358,113.296,1144.798,NA
1954-04-03,1046.71,110.625,113.267,1144.795,NA
1954-04-04,1046.482,110.625,113.267,1144.792,NA
1954-04-05,1046.938,118.548,113.267,1144.798,NA
1954-04-06,1046.938,113.267,113.267,1144.798,NA
1954-04-07,1047.852,123.846,113.267,1144.811,NA
1954-04-08,1048.081,115.909,113.267,1144.814,NA
1954-04-09,1047.624,107.986,113.267,1144.807,NA
1954-04-10,1047.624,113.267,113.267,1144.807,NA
1954-04-11,1047.852,115.909,113.267,1144.811,NA
1954-04-12,1047.852,113.267,113.267,1144.811,NA
1954-04-13,1048.309,118.548,113.267,1144.817,NA
1954-04-14,1047.167,100.046,113.267,1144.801,NA
1954-04-15,1048.995,134.426,113.267,1144.826,NA
1954-04-16,1049.451,118.548,113.267,1144.832,NA
1954-04-17,1050.137,121.204,113.267,1144.841,NA
1954-04-18,1051.964,134.411,113.267,1144.865,NA
1954-04-19,1054.248,139.707,113.267,1144.896,NA
1954-04-20,1057.218,147.644,113.267,1144.935,NA
1954-04-21,1060.645,152.928,113.267,1144.981,NA
1954-04-22,1063.157,142.349,113.267,1145.015,NA
1954-04-23,1063.843,121.204,113.267,1145.024,NA
1954-04-24,1065.67,134.411,113.267,1145.048,NA
1954-04-25,1065.214,107.986,113.267,1145.042,NA
1954-04-26,1067.042,134.426,113.267,1145.067,NA
1954-04-27,1067.498,112.319,107.037,1145.073,NA
1954-04-28,1069.326,121.371,100.213,1145.097,NA
1954-04-29,1072.523,127.618,90.614,1145.14,NA
1954-04-30,1077.321,85.239,29.704,1145.204,NA
1954-05-01,1085.087,99.797,9.911,1145.307,NA
1954-05-02,1093.083,102.45,9.911,1145.414,NA
1954-05-03,1098.794,138.308,72.208,1145.49,NA
1954-05-04,1102.45,128.4,86.083,1145.539,NA
1954-05-05,1104.734,117.903,91.463,1145.569,NA
1954-05-06,1104.277,136.289,141.584,1145.563,NA
1954-05-07,1102.906,125.724,141.584,1145.545,NA
1954-05-08,1100.165,109.861,141.584,1145.508,NA
1954-05-09,1097.195,107.207,141.584,1145.469,NA
1954-05-10,1094.683,84.186,119.95,1145.435,NA
1954-05-11,1094.683,113.267,113.267,1145.435,NA
1954-05-12,1094.911,116.844,114.202,1145.438,NA
1954-05-13,1097.195,118.469,92.03,1145.469,NA
1954-05-14,1101.764,138.056,85.177,1145.53,NA
1954-05-15,1107.019,127.873,67.054,1145.6,NA
1954-05-16,1110.445,110.453,70.792,1145.646,NA
1954-05-17,1116.385,153.692,84.95,1145.725,NA
1954-05-18,1120.039,106.298,63.996,1145.774,NA
1954-05-19,1126.436,131.237,57.2,1145.859,NA
1954-05-20,1133.974,142.745,55.501,1145.96,NA
1954-05-21,1143.897,168.655,53.802,1146.085,NA
1954-05-22,1162.86,259.399,39.927,1146.295,NA
1954-05-23,1184.57,261.191,9.911,1146.536,NA
1954-05-24,1204.906,276.89,41.512,1146.761,NA
1954-05-25,1220.297,214.033,35.906,1146.932,NA
1954-05-26,1233.214,189.346,39.842,1147.075,NA
1954-05-27,1240.363,173.304,91.18,1147.154,NA
1954-05-28,1249.429,154.53,49.554,1147.255,NA
1954-05-29,1258.495,131.58,26.618,1147.356,NA
1954-05-30,1268.116,121.238,9.911,1147.462,NA
1954-05-31,1277.454,118.056,9.911,1147.566,NA
1954-06-01,1285.706,141.864,46.44,1147.657,NA
1954-06-02,1291.75,126.049,56.067,1147.724,NA
1954-06-03,1293.945,90.285,64.845,1147.749,NA
1954-06-04,1299.447,148.001,84.384,1147.81,NA
1954-06-05,1307.686,139.599,44.174,1147.901,NA
1954-06-06,1316.481,111.701,9.911,1147.999,NA
1954-06-07,1322.254,155.997,89.198,1148.063,NA
1954-06-08,1327.471,150.424,89.991,1148.121,NA
1954-06-09,1334.07,138.463,62.127,1148.194,NA
1954-06-10,1342.039,162.946,70.707,1148.282,NA
1954-06-11,1350.562,144.311,45.703,1148.377,NA
1954-06-12,1362.379,146.695,9.911,1148.508,NA
1954-06-13,1376.391,172.121,9.911,1148.663,NA
1954-06-14,1386.839,184.875,63.996,1148.779,NA
1954-06-15,1397.829,188.68,61.447,1148.901,NA
1954-06-16,1408.276,181.463,60.598,1149.017,NA
1954-06-17,1420.278,185.124,46.156,1149.142,NA
1954-06-18,1433.883,204.235,46.723,1149.27,NA
1954-06-19,1447.822,181.372,20.105,1149.401,NA
1954-06-20,1462.402,178.404,9.628,1149.538,NA
1954-06-21,1476.34,222.799,61.532,1149.669,NA
1954-06-22,1484.234,162.728,71.302,1149.742,NA
1954-06-23,1491.24,157.49,76.399,1149.809,NA
1954-06-24,1500.319,170.416,65.412,1149.895,NA
1954-06-25,1511.654,188.754,57.483,1150.001,NA
1954-06-26,1528.824,211.515,12.743,1150.163,NA
1954-06-27,1545.674,203.513,8.495,1150.321,NA
1954-06-28,1562.202,235.451,44.174,1150.477,NA
1954-06-29,1583.591,298.213,50.687,1150.678,NA
1954-06-30,1615.994,436.206,61.164,1150.983,NA
1954-07-01,1627.342,186.206,54.935,1151.089,NA
1954-07-02,1645.487,240.602,30.582,1151.26,NA
1954-07-03,1663.311,226.104,19.822,1151.428,NA
1954-07-04,1678.532,201.177,24.919,1151.571,NA
1954-07-05,1690.854,166.676,24.154,1151.687,NA
1954-07-06,1702.511,185.246,50.234,1151.797,NA
1954-07-07,1719.36,285.589,90.557,1151.955,NA
1954-07-08,1727.785,152.897,55.388,1152.034,NA
1954-07-09,1727.785,61.674,61.674,1152.034,NA
1954-07-10,1730.375,73.066,43.07,1152.059,NA
1954-07-11,1737.505,102.113,19.595,1152.126,NA
1954-07-12,1739.133,118.987,100.241,1152.141,NA
1954-07-13,1739.133,111.002,111.002,1152.141,NA
1954-07-14,1739.133,90.047,90.047,1152.141,NA
1954-07-15,1739.454,94.369,90.614,1152.144,NA
1954-07-16,1741.328,82.269,60.598,1152.159,NA
1954-07-17,1746.941,74.615,9.628,1152.205,NA
1954-07-18,1750.678,74.762,31.432,1152.235,NA
1954-07-19,1750.678,101.601,101.601,1152.235,NA
1954-07-20,1748.816,81.898,103.555,1152.22,NA
1954-07-21,1744.696,50.421,98.089,1152.187,NA
1954-07-22,1742.821,98.52,120.176,1152.171,NA
1954-07-23,1739.454,85.647,124.651,1152.144,NA
1954-07-24,1737.838,91.69,110.436,1152.129,NA
1954-07-25,1737.838,53.49,53.49,1152.129,NA
1954-07-26,1735.568,96.923,123.178,1152.107,NA
1954-07-27,1730.708,86.171,142.434,1152.062,NA
1954-07-28,1724.553,78.089,149.343,1152.004,NA
1954-07-29,1721.63,62.498,96.249,1151.976,NA
1954-07-30,1720.014,61.773,80.533,1151.961,NA
1954-07-31,1720.655,50.735,43.24,1151.967,NA
1954-08-01,1722.283,55.798,37.038,1151.982,NA
1954-08-02,1723.246,53.556,42.305,1151.992,NA
1954-08-03,1719.039,35.008,83.761,1151.952,NA
1954-08-04,1719.039,73.454,73.454,1151.952,NA
1954-08-05,1716.449,50.24,80.25,1151.928,NA
1954-08-06,1718.065,63.132,44.372,1151.943,NA
1954-08-07,1720.988,63.965,30.214,1151.97,NA
1954-08-08,1721.309,63.135,59.38,1151.973,NA
1954-08-09,1720.014,38.231,53.236,1151.961,NA
1954-08-10,1720.014,58.049,58.049,1151.961,NA
1954-08-11,1717.091,51.766,85.517,1151.934,NA
1954-08-12,1717.091,71.358,71.358,1151.934,NA
1954-08-13,1716.449,44.197,51.706,1151.928,NA
